DOM,CDOM,SettledMonth,SettledYear,SettledMonthYear,MortgageRate,SettledDay,OriginalPrice,List Price,SoldPrice,Financing,SaleType,TaxAnnualTotal,AcresTotal,HOA,HOAFeeNormalized,YearBuilt,Age,SqFt,Bedrooms,BathsFull,BathsHalf,BathsHalfConverted,Baths,Basement,GarageSpaces,Fireplace,central air,Waterfront,New Construction,AboveGradeSqFt,BelowGradeSqFt
75,75,11,2024,112024,6.79,25,471990,433990,433990,4,1,0,0.09,1,1620,2024,1,2861,3,3,1,0.5,3.5,1,2,0,1,0,1,1912,949
2,2,12,2024,122024,6.69,17,369450,374445,374445,2,1,0,0.05,1,1620,2024,1,1730,3,2,1,0.5,2.5,1,1,0,1,0,1,1730,0
2,2,8,2024,82024,6.73,3,484990,484990,484990,2,1,0,0.05,1,1620,2024,1,2196,3,2,2,1,3,1,2,0,1,0,1,2196,0
2,2,12,2024,122024,6.69,20,431490,431490,431490,3,1,0,0.05,1,1620,2024,1,2144,3,2,1,0.5,2.5,1,1,0,1,0,1,2144,0
5,5,10,2024,102024,6.12,4,340000,340000,340000,2,1,3299,0.23,0,0,1959,66,2044,3,2,0,0,2,1,0,0,1,0,0,1344,700
2,2,8,2024,82024,6.73,28,499900,515000,515000,2,1,3280,6.57,0,0,1985,40,2400,4,3,0,0,3,1,0,1,1,0,0,1290,1110
13,13,10,2024,102024,6.12,8,489000,489000,517000,2,1,3341,0.15,1,487,2004,21,2828,4,2,1,0.5,2.5,1,2,1,1,0,0,2328,500
24,37,9,2024,92024,6.35,27,319900,315000,310000,2,1,3355,0.74,0,0,1976,49,1589,2,2,0,0,2,1,1,1,1,0,0,1439,150
2,2,9,2024,92024,6.35,9,365000,365000,376500,4,1,2981,0.05,1,1104,2019,6,2020,3,2,2,1,3,1,1,0,1,0,0,1600,420
2,2,11,2024,112024,6.79,29,520865,520700,520700,2,1,0,0.14,1,2400,2024,1,2582,4,3,0,0,3,1,2,0,1,0,1,1726,856
43,43,11,2024,112024,6.79,17,315900,199333,200000,3,1,2406,0.16,0,0,1990,35,1332,3,2,1,0.5,2.5,1,0,0,1,0,0,1332,0
2,2,12,2024,122024,6.69,6,370530,370530,370530,3,1,0,0.06,1,2160,2024,1,1730,3,2,1,0.5,2.5,1,1,0,1,0,1,1730,0
2,2,10,2024,102024,6.12,21,529945,529945,529945,2,1,0,0.09,1,1620,2024,1,2861,3,3,1,0.5,3.5,1,2,0,1,0,1,1912,949
63,63,1,2025,12025,6.91,17,399900,375000,370000,2,1,2725,0.67,0,0,1963,62,1898,5,2,1,0.5,2.5,1,1,0,1,0,0,1248,650
24,24,9,2024,92024,6.35,19,498000,479000,470000,2,1,3634,0.1,1,1116,2019,6,2612,4,4,1,0.5,4.5,1,1,1,1,0,0,1812,800
19,19,10,2024,102024,6.12,23,394990,394990,394990,3,1,0,0.05,1,1620,2024,1,1951,3,2,2,1,3,1,1,0,1,0,1,1951,0
108,108,11,2024,112024,6.79,14,74900,59999,53500,1,1,0,0,0,0,2000,25,1100,3,1,1,0.5,1.5,0,0,0,0,0,0,1100,0
94,94,12,2024,122024,6.69,20,449900,399900,384900,4,1,3552,0.39,0,0,1965,60,2204,5,3,0,0,3,0,1,0,1,0,0,1204,1000
8,8,9,2024,92024,6.35,23,165000,165000,165000,1,1,2069,2,0,0,1935,90,1299,3,1,0,0,1,1,0,0,0,0,0,1299,0
50,50,9,2024,92024,6.35,30,374900,362500,355000,2,1,2622,0.05,1,1116,2020,5,1660,3,2,2,1,3,1,1,0,1,0,0,1320,340
30,30,10,2024,102024,6.12,18,380000,380000,400000,3,2,3664,0.1,1,1116,2020,5,2612,4,4,0,0,4,1,1,1,1,0,0,1812,800
2,2,12,2024,122024,6.69,13,660295,659700,659700,2,1,0,0.19,1,300,2024,1,3599,4,3,1,0.5,3.5,1,2,0,1,0,1,2653,946
2,2,12,2024,122024,6.69,19,396920,397145,397145,4,1,0,0.05,1,1620,2024,1,1951,3,2,1,0.5,2.5,1,1,0,1,0,1,1951,0
4,4,9,2024,92024,6.35,20,315000,315000,315000,2,1,2476,0.25,0,0,1966,59,2158,4,2,0,0,2,1,0,0,1,0,0,1798,360
10,10,10,2024,102024,6.12,18,195000,195000,195000,2,1,1654,0.13,0,0,1941,84,1068,3,2,0,0,2,0,0,0,1,0,0,1068,0
19,19,9,2024,92024,6.35,4,339900,339900,345000,3,1,2690,0.05,1,1020,2016,9,1970,3,2,2,1,3,1,1,1,1,0,0,1520,450
44,44,1,2025,12025,6.91,29,489990,469585,469585,1,1,0,0.09,1,1620,2025,0,2861,3,3,1,0.5,3.5,1,2,0,1,0,1,1912,949
2,2,12,2024,122024,6.69,9,423970,423970,423970,1,1,0,0.06,1,2160,2024,1,2280,3,2,1,0.5,2.5,1,1,0,1,0,1,1730,550
11,11,9,2024,92024,6.35,6,329000,329000,309500,2,1,2934,0.63,0,0,1921,104,1440,4,2,0,0,2,1,0,1,0,0,0,1440,0
45,45,9,2024,92024,6.35,30,495000,475000,485000,4,1,4198,0.35,0,0,1963,62,2476,4,2,1,0.5,2.5,1,1,1,1,0,0,1976,500
14,14,8,2024,82024,6.73,28,350000,350000,325000,2,1,2017.19,0.04,1,740,2004,21,2080,3,2,1,0.5,2.5,1,0,0,1,0,0,1480,600
2,2,11,2024,112024,6.79,6,502310,503890,503890,2,1,0,0.14,1,2400,2024,1,2343,3,2,0,0,2,1,2,0,1,0,1,1561,782
2,2,11,2024,112024,6.79,8,381545,376010,376010,3,1,0,0.05,1,1620,2024,1,1730,3,2,1,0.5,2.5,1,1,0,1,0,1,1730,0
8,8,9,2024,92024,6.35,6,130000,130000,146700,1,2,2183,1.01,0,0,1965,60,1480,3,1,0,0,1,1,0,0,1,0,0,1480,0
102,102,11,2024,112024,6.79,19,380000,345000,360000,2,1,3513,0.46,0,0,1932,93,1954,4,2,0,0,2,0,0,0,1,0,0,1954,0
58,58,10,2024,102024,6.12,24,599000,539900,545000,3,1,6981,0.37,0,0,2005,20,3456,4,2,1,0.5,2.5,1,2,1,1,0,0,3456,0
19,19,9,2024,92024,6.35,12,250000,235000,245000,2,1,2355,0.34,0,0,1935,90,1221,3,1,0,0,1,1,1,0,0,0,0,1221,0
34,34,9,2024,92024,6.35,20,715000,715000,665000,2,1,5116,0.35,1,1116,2012,13,4647,5,4,1,0.5,4.5,1,2,1,1,0,0,3012,1635
124,124,12,2024,122024,6.69,23,416990,379990,379990,3,1,0,0.06,1,2160,2024,1,1730,3,2,1,0.5,2.5,1,1,0,1,0,1,1730,0
8,8,8,2024,82024,6.73,15,325000,325000,325000,3,1,2768,0.07,1,1020,2016,9,1970,3,2,1,0.5,2.5,1,1,0,1,0,0,1970,0
2,2,7,2024,72024,6.95,31,519990,519990,519990,2,1,0,0.14,1,2400,2024,1,2343,3,2,0,0,2,1,2,0,1,0,1,1561,782
2,2,7,2024,72024,6.95,31,460000,460000,460000,1,1,0,0.06,1,2160,2024,1,2280,3,2,1,0.5,2.5,1,1,0,1,0,1,1730,550
2,2,12,2024,122024,6.69,20,654035,680640,680640,2,1,0,0.19,1,300,2024,1,3978,6,4,0,0,4,1,2,0,1,0,1,3010,968
6,6,8,2024,82024,6.73,23,445000,445000,445000,2,1,4045,0.34,0,0,1986,39,3270,3,2,1,0.5,2.5,1,2,1,1,0,0,2100,1170
6,6,8,2024,82024,6.73,12,389990,389990,390000,3,1,2951,0.08,1,1116,2019,6,2296,3,2,2,1,3,1,1,0,1,0,0,1536,760
10,10,8,2024,82024,6.73,16,439900,439900,440000,2,1,3068,0.1,1,1020,2007,18,3426,3,3,1,0.5,3.5,1,2,1,1,0,0,2186,1240
7,7,7,2024,72024,6.95,31,259900,259900,259900,2,1,2262,0.21,0,0,1950,75,1064,3,1,0,0,1,0,2,0,1,0,0,1064,0
3,3,8,2024,82024,6.73,23,400000,400000,457000,2,1,4514,0.46,0,0,1982,43,2392,3,2,0,0,2,1,2,1,1,0,0,2392,0
4,4,8,2024,82024,6.73,8,574900,600000,595000,2,1,4439,0.28,1,1116,2014,11,3076,4,3,1,0.5,3.5,1,2,1,1,0,0,3076,0
11,11,8,2024,82024,6.73,16,375000,375000,375000,4,1,2956,0.08,1,1116,2020,5,2012,3,2,2,1,3,1,1,0,1,0,0,1552,460
5,5,8,2024,82024,6.73,16,270000,270000,280000,2,1,2683,0.06,1,504,2007,18,2110,4,2,1,0.5,2.5,1,0,0,1,0,0,1560,550
37,37,8,2024,82024,6.73,9,229900,175000,178000,1,1,2099,0.13,0,0,1917,108,1452,3,2,0,0,2,1,0,0,0,0,0,1102,350
2,2,8,2024,82024,6.73,20,464990,464990,464990,3,1,0,0.05,1,1620,2024,1,2196,3,2,2,1,3,1,2,0,1,0,1,2196,0
8,8,8,2024,82024,6.73,8,348900,353900,353900,2,1,2953,0.19,0,0,1982,43,1600,4,1,1,0.5,1.5,0,0,0,1,0,0,1600,0
0,0,2,2024,22024,6.63,6,130000,130000,130000,2,1,1586,0.05,0,0,1917,108,768,2,1,1,0.5,1.5,1,0,0,1,0,0,768,0
0,0,2,2024,22024,6.63,6,130000,130000,130000,2,1,1471,0.03,0,0,1917,108,928,2,1,0,0,1,1,0,0,1,0,0,928,0
0,0,2,2024,22024,6.63,6,30000,30000,30000,1,1,720,0.08,0,0,1917,108,924,2,2,0,0,2,1,0,0,1,0,0,924,0
65,65,10,2024,102024,6.12,18,400000,360000,360000,2,1,4154,0.15,1,0,1999,26,1700,3,3,1,0.5,3.5,1,2,0,1,0,0,1700,0
7,7,8,2024,82024,6.73,14,299900,299900,299900,2,1,2822,0.21,0,0,1959,66,1682,3,1,1,0.5,1.5,1,0,0,1,0,0,962,720
3,3,8,2024,82024,6.73,16,232500,232500,236000,2,1,2011,0.24,0,0,1945,80,768,2,1,0,0,1,1,0,0,1,0,0,768,0
35,35,9,2024,92024,6.35,20,200000,190000,192000,2,1,1902,0.14,0,0,1952,73,792,2,1,0,0,1,1,0,0,0,0,0,792,0
3,3,7,2024,72024,6.95,26,320000,320000,335000,2,1,2327,0.75,0,0,2014,11,1132,2,2,0,0,2,0,0,0,1,0,0,1132,0
11,11,8,2024,82024,6.73,5,334000,334000,334000,3,1,2660,0.04,1,1020,2013,12,1970,3,2,2,1,3,0,1,1,1,0,0,1520,450
2,2,7,2024,72024,6.95,31,585000,585000,585000,2,1,5273,0.36,0,0,1965,60,3575,4,3,1,0.5,3.5,1,3,1,1,0,0,2475,1100
3,3,7,2024,72024,6.95,30,345000,345000,366000,2,1,3728,0.35,0,0,1964,61,1456,3,2,0,0,2,1,1,1,1,0,0,1456,0
14,14,9,2024,92024,6.35,5,235000,235000,235000,1,1,2123,0.06,0,0,1985,40,1120,3,1,0,0,1,1,0,0,1,0,0,1120,0
29,29,8,2024,82024,6.73,20,475000,425000,410000,2,1,4940,0.24,0,0,2006,19,3000,4,3,0,0,3,1,1,0,1,0,0,1500,1500
5,5,7,2024,72024,6.95,25,280000,280000,285000,3,1,2992,0.25,0,0,1957,68,1742,2,1,0,0,1,1,1,1,1,0,0,1139,603
18,18,9,2024,92024,6.35,19,539990,489990,489990,4,1,0,0.14,1,2400,2024,1,2343,3,3,0,0,3,1,2,0,1,0,1,1561,782
4,4,7,2024,72024,6.95,23,374900,374900,374900,2,1,2929,0.05,1,1116,2020,5,2236,3,2,2,1,3,1,1,0,1,0,0,1536,700
1,1,8,2024,82024,6.73,15,454990,454990,454990,3,1,0,0.05,1,1620,2024,1,2196,3,2,2,1,3,1,2,0,1,0,1,2196,0
2,2,11,2024,112024,6.79,13,620000,630000,630000,4,1,0,0.19,1,300,2024,1,3599,4,3,1,0.5,3.5,1,2,0,1,0,1,2653,946
2,2,11,2024,112024,6.79,8,420445,420445,420445,2,1,0,0.05,1,1620,2024,1,2144,3,2,1,0.5,2.5,1,1,0,1,0,1,2144,0
10,10,8,2024,82024,6.73,1,350000,350000,350000,2,1,2566,0.04,1,1020,2008,17,1936,3,2,2,1,3,1,1,0,1,0,0,1536,400
19,19,8,2024,82024,6.73,9,410000,410000,410000,2,1,3368,0.07,1,960,2019,6,2541,5,3,1,0.5,3.5,1,2,0,1,0,0,1936,605
6,6,7,2024,72024,6.95,31,270000,270000,270000,2,1,2456,0.09,1,504,2008,17,1840,4,2,0,0,2,1,0,1,1,0,0,1240,600
35,35,7,2024,72024,6.95,31,395000,384999,380000,1,1,2961,0.05,1,840,2020,5,2520,3,2,2,1,3,1,1,0,1,0,0,2100,420
89,89,10,2024,102024,6.12,31,550000,485000,478000,3,1,3997,0.25,1,220,2002,23,3287,4,3,1,0.5,3.5,1,2,0,1,0,0,2547,740
6,6,7,2024,72024,6.95,25,420000,420000,410000,2,1,2737,0.46,0,0,1963,62,1858,4,2,1,0.5,2.5,1,0,1,1,0,0,1238,620
8,8,8,2024,82024,6.73,9,499990,499990,499990,3,1,0,0.09,1,1620,2024,1,2861,3,3,1,0.5,3.5,1,2,0,1,0,1,1912,949
4,4,7,2024,72024,6.95,15,390000,390000,410000,3,1,2873,0.46,0,0,1969,56,2397,4,2,0,0,2,1,1,1,1,0,0,1797,600
57,57,9,2024,92024,6.35,20,330000,315000,315000,1,1,3204,0,0,0,2007,18,1682,2,2,0,0,2,0,0,0,1,0,0,1682,0
14,14,9,2024,92024,6.35,16,310000,310000,250000,1,1,3619,0.13,0,0,1986,39,1890,4,2,0,0,2,1,0,1,1,0,0,1080,810
33,33,8,2024,82024,6.73,12,349900,324900,325000,2,1,3160,0.25,0,0,1961,64,1900,4,2,0,0,2,1,1,1,1,0,0,1300,600
10,10,7,2024,72024,6.95,29,179900,179900,180000,4,1,1378,0.1,0,0,1941,84,816,3,1,0,0,1,0,0,0,1,0,0,816,0
2,2,10,2024,102024,6.12,18,596020,596020,596020,3,1,0,0.19,1,300,2024,1,2653,4,2,1,0.5,2.5,1,2,0,1,0,1,2653,0
51,51,8,2024,82024,6.73,13,372900,366900,366900,4,1,2949,0.05,1,1116,2020,5,2020,3,2,2,1,3,1,1,0,1,0,0,1600,420
9,9,7,2024,72024,6.95,26,459000,459000,459000,3,1,0,0.23,0,0,2024,1,1831,4,2,1,0.5,2.5,1,1,0,1,0,1,1831,0
96,96,10,2024,102024,6.12,30,475000,435000,425000,2,1,4695,0.38,0,0,1998,27,2120,4,3,0,0,3,1,2,0,1,0,0,2120,0
2,2,9,2024,92024,6.35,19,403260,398210,398210,3,1,0,0.05,1,1620,2024,1,1951,3,2,1,0.5,2.5,1,1,0,1,0,1,1951,0
2,2,11,2024,112024,6.79,8,438985,440980,440980,3,1,0,0.05,1,1620,2024,1,2196,3,2,2,1,3,1,2,0,1,0,1,2196,0
2,2,8,2024,82024,6.73,13,506585,506585,506585,4,1,0,0.09,1,1620,2024,1,2861,4,3,1,0.5,3.5,1,2,0,1,0,1,1912,949
2,2,10,2024,102024,6.12,25,605375,605375,605375,4,1,0,0.16,1,1236,2024,1,3188,4,3,1,0.5,3.5,1,2,0,1,0,1,2466,722
2,2,11,2024,112024,6.79,4,512610,512110,512110,2,1,0,0.09,1,1620,2024,1,2861,3,3,1,0.5,3.5,1,2,0,1,0,1,1912,949
16,16,7,2024,72024,6.95,19,300000,300000,300000,4,1,2561,0.26,0,0,2004,21,1512,3,2,0,0,2,0,0,0,1,0,0,1512,0
4,4,7,2024,72024,6.95,12,340000,340000,340000,2,1,2717,0.05,1,1020,2016,9,1970,3,3,1,0.5,3.5,1,1,0,1,0,0,1520,450
5,5,7,2024,72024,6.95,10,304900,304900,310000,3,1,3243,0.53,0,0,1974,51,1818,3,1,1,0.5,1.5,1,2,1,1,0,0,1248,570
4,4,7,2024,72024,6.95,11,480000,480000,490000,4,1,6005,0.41,0,0,1998,27,3768,3,2,2,1,3,1,4,1,1,0,0,2756,1012
10,10,7,2024,72024,6.95,25,265000,265000,277500,2,1,2437,0.14,0,0,1950,75,1326,4,2,0,0,2,1,0,0,1,0,0,1026,300
5,5,7,2024,72024,6.95,15,625000,625000,641000,2,1,3868,9.74,0,0,2001,24,3287,4,2,1,0.5,2.5,1,2,1,1,0,0,2287,1000
8,8,6,2024,62024,6.99,28,315000,315000,325000,4,1,2839,0.18,0,0,1983,42,1600,3,2,0,0,2,0,0,0,1,0,0,1600,0
106,106,10,2024,102024,6.12,4,349000,329000,319000,1,1,3486,0.33,0,0,1955,70,1968,3,2,1,0.5,2.5,1,1,0,0,0,0,1968,0
3,3,6,2024,62024,6.99,21,345000,345000,360000,2,1,3480,0.18,0,0,1983,42,1820,5,2,0,0,2,1,0,0,1,0,0,1020,800
2,2,11,2024,112024,6.79,4,688705,699472,699472,2,1,0,0.19,1,300,2024,1,3599,4,3,1,0.5,3.5,1,2,0,1,0,1,2653,946
3,3,6,2024,62024,6.99,20,189000,189000,195000,3,1,2282,0.06,1,240,1998,27,1120,3,1,1,0.5,1.5,1,0,0,1,0,0,1120,0
5,5,7,2024,72024,6.95,12,586900,586900,586900,4,1,4433,0.21,1,960,2020,5,3491,4,3,1,0.5,3.5,1,2,0,1,0,0,2401,1090
31,31,7,2024,72024,6.95,19,370000,370000,370000,3,1,3302,0.46,0,0,1940,85,2154,3,2,0,0,2,1,1,1,0,0,0,2154,0
31,31,7,2024,72024,6.95,11,94500,94500,90325,1,1,0,0,0,0,1980,45,1344,3,2,0,0,2,0,0,0,1,0,0,1344,0
2,2,6,2024,62024,6.99,17,389990,389990,389990,3,1,0,0.05,1,1620,2024,1,1951,3,2,2,1,3,1,1,0,1,0,1,1951,0
2,2,7,2024,72024,6.95,19,387505,387505,387505,4,1,0,0.05,1,1620,2024,1,1951,3,2,1,0.5,2.5,1,1,0,1,0,1,1951,0
9,9,6,2024,62024,6.99,27,349900,349900,354000,2,1,2502,0.13,1,1103,2010,15,1820,4,3,1,0.5,3.5,0,2,1,1,0,0,1520,300
29,29,7,2024,72024,6.95,10,385990,345990,350000,2,1,2499,0.08,1,1020,2010,15,2340,3,3,1,0.5,3.5,1,2,0,1,0,0,1560,780
14,14,6,2024,62024,6.99,19,449990,449990,449990,3,1,0,0.05,1,1620,2024,1,2196,3,2,2,1,3,1,2,0,1,0,1,2196,0
4,4,7,2024,72024,6.95,1,415000,465000,465000,3,1,4181,0.35,0,0,2000,25,2098,3,2,1,0.5,2.5,1,1,0,1,0,0,1598,500
7,7,7,2024,72024,6.95,5,285000,285000,290000,3,1,2128,0.26,0,0,1950,75,1248,4,1,0,0,1,0,0,0,1,0,0,1248,0
2,2,9,2024,92024,6.35,16,372405,372405,372405,2,1,0,0.05,1,1620,2024,1,1730,3,2,1,0.5,2.5,1,1,0,1,0,1,1730,0
38,57,7,2024,72024,6.95,10,319900,288888,278000,2,1,2123,0.2,0,0,1917,108,1800,4,2,1,0.5,2.5,1,0,0,1,0,0,1800,0
7,7,6,2024,62024,6.99,27,110000,110000,100000,1,1,1343,0.58,0,0,1973,52,1364,3,1,0,0,1,0,0,0,0,0,0,1364,0
6,6,7,2024,72024,6.95,2,429900,429900,429900,2,1,2522.64,0.49,1,475,2000,25,2110,4,3,0,0,3,1,2,0,1,0,0,1559,551
2,2,10,2024,102024,6.12,15,554990,566506,566506,3,1,0,0.16,1,1236,2024,1,3188,4,2,1,0.5,2.5,1,2,0,1,0,1,2466,722
2,2,8,2024,82024,6.73,20,568615,568615,568615,4,1,0,0.16,1,1236,2024,1,3188,4,3,1,0.5,3.5,1,2,0,1,0,1,2466,722
2,2,8,2024,82024,6.73,23,569310,569310,569310,4,1,0,0.16,1,1236,2024,1,3188,4,3,1,0.5,3.5,1,2,0,1,0,1,2466,722
70,70,8,2024,82024,6.73,29,364900,349800,340000,3,1,1911,0.3,0,0,1947,78,1600,4,2,0,0,2,1,0,0,1,0,0,1600,0
5,5,6,2024,62024,6.99,21,239900,239900,235000,2,1,1768,0.14,0,0,1950,75,768,2,1,0,0,1,0,0,0,1,0,0,768,0
4,4,7,2024,72024,6.95,29,434990,434990,462500,1,1,4340,0.58,0,0,1980,45,2340,4,3,0,0,3,1,2,1,1,0,0,2220,120
15,15,8,2024,82024,6.73,30,374990,372490,372490,3,1,0,0.05,1,1620,2024,1,1730,3,2,2,1,3,1,1,0,1,0,1,1730,0
13,13,8,2024,82024,6.73,12,529990,521075,521075,2,1,0,0.09,1,1620,2024,1,2861,4,3,1,0.5,3.5,1,2,0,1,0,1,1912,949
16,16,7,2024,72024,6.95,31,149333,149333,130000,2,1,1506,0.13,0,0,1951,74,702,2,1,0,0,1,0,0,0,1,0,0,702,0
9,9,6,2024,62024,6.99,7,389900,379900,379900,2,1,2939,0.07,1,1116,2020,5,1996,3,2,2,1,3,0,0,0,1,0,0,1536,460
22,22,7,2024,72024,6.95,19,399900,389900,389900,3,1,3259,0.11,1,1020,2008,17,2886,3,3,1,0.5,3.5,1,2,1,1,0,0,2186,700
2,2,8,2024,82024,6.73,1,496945,497535,497535,2,1,0,0.09,1,1620,2024,1,2795,3,3,1,0.5,3.5,1,2,0,1,0,1,1912,883
2,2,6,2024,62024,6.99,18,494990,494990,494990,4,1,0,0.09,1,1620,2024,1,2795,3,3,1,0.5,3.5,1,2,0,1,0,1,1912,883
10,10,6,2024,62024,6.99,26,309000,309000,310000,2,1,2221,0.24,0,0,1977,48,1560,3,1,1,0.5,1.5,0,0,1,1,0,0,1560,0
2,2,5,2024,52024,7.22,24,350000,360000,360000,2,1,655,0.04,1,1020,2024,1,1892,4,3,1,0.5,3.5,1,2,0,1,0,1,1592,300
2,2,9,2024,92024,6.35,24,642335,645055,645055,4,1,0,0.19,1,300,2024,1,2294,3,2,1,0.5,2.5,1,2,0,1,0,1,2294,0
2,2,10,2024,102024,6.12,9,526240,546525,546525,2,1,0,0.16,1,1236,2024,1,1868,4,2,1,0.5,2.5,1,2,0,1,0,1,1868,0
6,6,6,2024,62024,6.99,18,484990,484990,484990,3,1,0,0.09,1,1620,2024,1,2795,4,3,1,0.5,3.5,1,2,0,1,0,1,1912,883
4,4,5,2024,52024,7.22,30,325000,318500,323000,2,1,2336,0.09,1,960,2007,18,1820,2,3,1,0.5,3.5,1,0,0,1,0,0,1320,500
8,8,5,2024,52024,7.22,24,300000,300000,312000,3,1,2718,0.11,0,0,1950,75,1568,4,2,1,0.5,2.5,1,2,0,1,0,0,1568,0
4,4,6,2024,62024,6.99,20,425000,425000,450000,4,1,4272,0.34,0,0,2000,25,2490,3,2,2,1,3,1,2,1,1,0,0,1740,750
8,8,6,2024,62024,6.99,24,365000,365000,400000,2,1,4421,0.34,0,0,1955,70,4460,5,2,2,1,3,1,0,1,1,0,0,2480,1980
6,6,6,2024,62024,6.99,18,325000,325000,335000,4,1,2831,0.22,0,0,1955,70,1378,3,1,1,0.5,1.5,1,1,0,1,0,0,1378,0
1,1,9,2024,92024,6.35,17,627730,627730,627730,2,1,0,0.16,1,1236,2024,1,2765,6,4,0,0,4,1,2,0,1,0,1,2765,0
48,48,7,2024,72024,6.95,29,379990,379990,373000,2,1,1949,0.15,0,0,1952,73,1350,3,2,0,0,2,0,0,0,1,0,0,1350,0
38,38,7,2024,72024,6.95,31,299900,289900,289900,3,1,2060,0.16,0,0,1955,70,992,3,2,0,0,2,1,0,1,1,0,0,992,0
3,3,5,2024,52024,7.22,30,189900,189900,189900,3,1,1392,0.14,0,0,1941,84,816,3,1,0,0,1,0,0,0,1,0,0,816,0
7,7,5,2024,52024,7.22,24,299999,335000,333500,4,1,3332,0.36,0,0,1986,39,1254,3,1,1,0.5,1.5,0,1,1,1,0,0,1254,0
2,2,5,2024,52024,7.22,22,170000,170000,180000,2,1,1626,0.12,0,0,1941,84,672,2,1,0,0,1,0,1,0,1,0,0,672,0
5,5,6,2024,62024,6.99,7,370000,370000,382500,2,1,2945,0.05,1,1116,2020,5,2020,3,2,2,1,3,1,1,0,1,0,0,1600,420
4,4,5,2024,52024,7.22,21,225000,225000,230000,3,1,1537,0.14,0,0,1951,74,702,2,1,0,0,1,0,0,0,1,0,0,702,0
19,19,6,2024,62024,6.99,18,325000,325000,314000,2,1,1813,6.28,0,0,1920,105,1235,3,1,0,0,1,0,6,1,0,0,0,1235,0
19,19,5,2024,52024,7.22,31,399999,395000,395000,3,1,2784,0.06,1,1020,2008,17,2514,4,3,1,0.5,3.5,1,2,1,1,0,0,2514,0
7,217,5,2024,52024,7.22,17,335000,335000,340000,1,1,3730,0.16,0,0,1953,72,1269,3,2,0,0,2,0,0,0,1,0,0,1269,0
2,2,5,2024,52024,7.22,10,229986,229986,229986,4,1,2028,0.18,0,0,1950,75,1200,2,1,0,0,1,0,0,0,1,0,0,1200,0
6,6,5,2024,52024,7.22,20,299900,299900,326500,2,1,2705,0.1,1,1020,2016,9,1808,3,2,2,1,3,1,1,0,1,0,0,1520,288
24,24,6,2024,62024,6.99,28,960000,960000,940000,2,1,6572,0.21,1,1500,2019,6,3012,3,3,1,0.5,3.5,0,2,1,1,1,0,3012,0
13,13,5,2024,52024,7.22,9,279000,279000,260000,2,1,2803,0.33,0,0,1954,71,1361,3,2,0,0,2,1,0,1,1,0,0,1361,0
16,16,5,2024,52024,7.22,13,219000,219000,219000,1,2,3194,0.19,0,0,1966,59,1112,3,2,0,0,2,0,2,0,1,0,0,1112,0
3,3,5,2024,52024,7.22,8,189000,189000,195000,2,1,2360,0.06,1,0,2005,20,1120,3,1,0,0,1,1,0,0,1,0,0,1120,0
25,25,6,2024,62024,6.99,14,64000,64000,60500,5,1,0,0,0,0,2000,25,1280,3,2,0,0,2,0,0,0,1,0,0,1280,0
11,11,5,2024,52024,7.22,21,395000,395000,400000,3,1,2757,0.06,1,1020,2007,18,2772,3,3,1,0.5,3.5,1,2,1,1,0,0,1922,850
6,6,5,2024,52024,7.22,28,560000,560000,560000,4,1,6334,0.26,1,500,2014,11,3667,4,3,1,0.5,3.5,1,2,1,1,0,0,2642,1025
5,5,5,2024,52024,7.22,3,299999,299999,315000,2,1,2151,0.06,1,684,2002,23,1520,3,2,2,1,3,1,0,0,1,0,0,1520,0
4,4,5,2024,52024,7.22,7,172000,172000,196000,2,1,1621,0.15,0,0,1950,75,972,2,1,0,0,1,0,0,0,1,0,0,972,0
7,7,5,2024,52024,7.22,22,250000,250000,250000,4,1,1995,0.15,0,0,1952,73,875,3,1,0,0,1,1,2,0,1,0,0,875,0
3,3,4,2024,42024,6.82,30,279900,279900,279900,2,1,2027,0.16,0,0,1955,70,900,3,1,1,0.5,1.5,0,0,1,1,0,0,900,0
4,4,5,2024,52024,7.22,22,475000,475000,500000,4,1,5175,0.65,0,0,2005,20,3120,5,3,1,0.5,3.5,1,2,1,1,0,0,2080,1040
6,6,6,2024,62024,6.99,4,385000,385000,387000,2,1,3027,0.08,1,1116,2019,6,2020,4,3,1,0.5,3.5,0,1,0,1,0,0,1600,420
5,5,5,2024,52024,7.22,1,464900,464900,500000,4,1,4781,0.39,0,0,1991,34,2343,3,2,1,0.5,2.5,1,0,0,1,0,0,1928,415
46,46,6,2024,62024,6.99,28,265000,245000,245000,2,1,2699,0.05,0,0,1974,51,1765,3,1,1,0.5,1.5,1,0,0,1,0,0,1465,300
22,22,5,2024,52024,7.22,17,295000,295000,381600,2,1,2981,0.08,1,1116,2013,12,2100,3,2,2,1,3,1,1,1,1,0,0,1600,500
4,4,4,2024,42024,6.82,30,264900,264900,275000,2,1,2606,0.06,1,540,2007,18,2076,4,2,1,0.5,2.5,1,0,0,1,0,0,1526,550
9,9,4,2024,42024,6.82,30,54990,54990,45000,1,1,0,0,0,0,2006,19,950,2,1,0,0,1,0,0,0,1,0,0,950,0
8,8,4,2024,42024,6.82,25,369900,369900,377500,2,1,2922,0.05,1,1116,2020,5,2040,3,2,2,1,3,1,1,0,1,0,0,1620,420
